Animal_ID,Time_AAC_days,Animal_type,Purebreed,Blacklisted_breed,Color,Intake_date,Intake_weekday,Intake_month,Intake_time_of_day,Found_in_Austin,Intake_type,Intake_condition,Sex,Reproductive Condition,Intake_age_years,Date_birth,Outcome _type_DROP,Adopted_DROP,2_Week_Cutoff,1_Month_Cutoff,3_Month_Cutoff
A741786,4,Dog,No,No,Multi,1/8/2017,Sunday,January,Afternoon,Yes,Stray,Normal,Female,Intact,0.14,11/18/2016,Adoption,Yes,1,1,1
A700101,6,Dog,No,No,Multi,4/8/2015,Wednesday,April,Morning,Yes,Stray,Normal,Male,Intact,0.58,9/8/2014,Transfer,No,1,1,1
A668135,20,Dog,No,Yes,Multi,11/27/2013,Wednesday,November,Afternoon,No,Stray,Normal,Male,Intact,0.1,10/20/2013,Adoption,Yes,0,1,1
A726984,4,Dog,No,No,Yellow,5/17/2016,Tuesday,May,Morning,Yes,Stray,Normal,Male,Intact,0.15,3/22/2016,Adoption,Yes,1,1,1
A759638,15,Dog,No,No,Beige,10/5/2017,Thursday,October,Morning,Yes,Stray,Normal,Male,Intact,0.66,2/5/2017,Transfer,No,0,1,1
A740348,3,Dog,No,No,Multi,12/15/2016,Thursday,December,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,0.25,9/15/2016,Adoption,Yes,1,1,1
A742263,2,Dog,No,No,Multi,1/18/2017,Wednesday,January,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,10.01,1/18/2007,Transfer,No,1,1,1
A744200,4,Dog,No,Yes,Multi,2/25/2017,Saturday,February,Morning,No,Stray,Normal,Female,Intact,0.17,12/25/2016,Adoption,Yes,1,1,1
A567323,11,Dog,No,No,Multi,8/24/2015,Monday,August,Afternoon,Yes,Stray,Injured,Female,Fixed,7.5,2/24/2008,Euthanasia,No,1,1,1
A758093,24,Dog,No,No,Multi,9/11/2017,Monday,September,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,0.34,5/11/2017,Adoption,Yes,0,1,1
A717835,,Dog,No,No,Multi,1/9/2016,Saturday,January,Morning,Yes,Owner Surrender,Normal,Female,Fixed,2.55,6/21/2013,Adoption,Yes,1,1,1
A679385,811,Dog,No,Yes,Multi,5/21/2014,Wednesday,May,Morning,No,Public Assist,Normal,Female,Intact,0.22,2/28/2014,Adoption,Yes,0,0,0
A684398,21,Dog,No,No,Multi,7/23/2014,Wednesday,July,Morning,Yes,Stray,Normal,Female,Intact,0.14,6/1/2014,Adoption,Yes,0,1,1
A766972,4,Dog,No,Yes,Multi,2/20/2018,Tuesday,February,Morning,No,Stray,Normal,Female,Intact,0.17,12/20/2017,Adoption,Yes,1,1,1
A749841,7,Dog,No,No,Beige,5/20/2017,Saturday,May,Morning,No,Stray,Normal,Male,Fixed,2,5/20/2015,Adoption,Yes,1,1,1
A614177,16,Dog,No,No,Multi,11/10/2013,Sunday,November,Afternoon,Yes,Stray,Normal,Female,Intact,2.65,3/17/2011,Euthanasia,No,0,1,1
A674857,3,Dog,No,No,Brown,3/27/2014,Thursday,March,Morning,Yes,Owner Surrender,Normal,Male,Intact,0.16,1/27/2014,Adoption,Yes,1,1,1
A591775,43,Dog,No,No,Multi,11/14/2014,Friday,November,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,5.84,1/11/2009,Adoption,Yes,0,0,1
A697476,8,Dog,No,Yes,Multi,2/24/2015,Tuesday,February,Afternoon,Yes,Stray,Normal,Male,Intact,3,2/24/2012,Adoption,Yes,1,1,1
A763492,46,Dog,No,Yes,Multi,12/9/2017,Saturday,December,Afternoon,No,Stray,Sick,Male,Intact,5,12/9/2012,Adoption,Yes,0,0,1
A736912,28,Dog,No,No,Multi,10/19/2016,Wednesday,October,Morning,Yes,Stray,Normal,Female,Intact,1,10/19/2015,Adoption,Yes,0,1,1
A706394,16,Dog,No,No,Multi,6/28/2015,Sunday,June,Afternoon,Yes,Stray,Normal,Male,Intact,1,6/28/2014,Adoption,Yes,0,1,1
A707247,4,Dog,No,No,Multi,7/10/2015,Friday,July,Morning,Yes,Stray,Normal,Female,Intact,0.18,5/4/2015,Adoption,Yes,1,1,1
A678633,7,Dog,No,No,Brown,5/10/2014,Saturday,May,Afternoon,Yes,Stray,Normal,Female,Intact,0.33,1/11/2014,Adoption,Yes,1,1,1
A667177,567,Dog,No,Yes,Multi,11/13/2013,Wednesday,November,Afternoon,Yes,Stray,Normal,Male,Intact,3.53,5/4/2010,Euthanasia,No,0,0,0
A675194,5,Dog,No,No,Multi,3/24/2014,Monday,March,Afternoon,Yes,Stray,Normal,Female,Intact,2,3/25/2012,Adoption,Yes,1,1,1
A693035,6,Dog,No,No,Multi,11/30/2014,Sunday,November,Afternoon,No,Stray,Normal,Female,Intact,5,11/30/2009,Adoption,Yes,1,1,1
A743213,4,Dog,No,No,Beige,2/6/2017,Monday,February,Morning,Yes,Stray,Normal,Female,Intact,0.42,9/6/2016,Adoption,Yes,1,1,1
A698913,6,Dog,No,No,Beige,3/19/2015,Thursday,March,Afternoon,Yes,Stray,Normal,Male,Intact,0.58,8/19/2014,Adoption,Yes,1,1,1
A690872,51,Dog,No,No,White,10/27/2014,Monday,October,Afternoon,Yes,Stray,Normal,Male,Intact,6,10/27/2008,Transfer,No,0,0,1
A676460,11,Dog,No,Yes,Multi,4/10/2014,Thursday,April,Afternoon,Yes,Stray,Normal,Male,Intact,2,4/10/2012,Euthanasia,No,1,1,1
A757357,33,Dog,No,Yes,Multi,9/1/2017,Friday,September,Afternoon,No,Public Assist,Normal,Male,Intact,2,9/1/2015,Transfer,No,0,0,1
A700500,11,Dog,No,No,Multi,4/14/2015,Tuesday,April,Afternoon,Yes,Stray,Normal,Female,Intact,2,4/14/2013,Adoption,Yes,1,1,1
A594904,0,Dog,No,Yes,Multi,7/8/2014,Tuesday,July,Morning,Yes,Stray,Injured,Male,Fixed,5.33,3/9/2009,Euthanasia,No,1,1,1
A741917,8,Dog,No,Yes,Multi,2/18/2017,Saturday,February,Morning,Yes,Owner Surrender,Normal,Male,Fixed,0.69,6/11/2016,Adoption,Yes,1,1,1
A725442,30,Dog,No,Yes,Multi,4/29/2016,Friday,April,Morning,Yes,Stray,Injured,Male,Intact,4,4/29/2012,Adoption,Yes,0,1,1
A682004,21,Dog,No,Yes,Red,6/22/2014,Sunday,June,Afternoon,Yes,Stray,Normal,Female,Intact,1,6/22/2013,Adoption,Yes,0,1,1
A728586,4,Dog,No,No,Beige,6/6/2016,Monday,June,Morning,Yes,Stray,Normal,Male,Intact,0.58,11/6/2015,Adoption,Yes,1,1,1
A716234,2,Dog,No,No,White,11/16/2015,Monday,November,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,2,11/16/2013,Adoption,Yes,1,1,1
A750850,61,Dog,No,No,Multi,6/1/2017,Thursday,June,Morning,Yes,Stray,Normal,Male,Intact,0,6/1/2017,Adoption,Yes,0,0,1
A733261,5,Dog,No,No,Black,8/19/2016,Friday,August,Afternoon,Yes,Stray,Normal,Female,Intact,0.41,3/24/2016,Adoption,Yes,1,1,1
A672396,,Dog,No,No,Multi,9/26/2016,Monday,September,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,3.72,1/9/2013,Adoption,Yes,1,1,1
A727222,7,Dog,Yes,No,Multi,8/11/2017,Friday,August,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,3.23,5/20/2014,Adoption,Yes,1,1,1
A714777,2,Dog,No,No,Multi,10/27/2015,Tuesday,October,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,0.42,5/27/2015,Adoption,Yes,1,1,1
A669801,,Dog,No,Yes,Multi,5/21/2016,Saturday,May,Morning,Yes,Owner Surrender,Normal,Female,Fixed,5.9,6/27/2010,Adoption,Yes,1,1,1
A706344,30,Dog,No,No,Multi,6/27/2015,Saturday,June,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,2,6/27/2013,Adoption,Yes,0,1,1
A723152,,Dog,No,No,Multi,10/3/2016,Monday,October,Morning,Yes,Owner Surrender,Normal,Female,Fixed,0.85,11/27/2015,Adoption,Yes,1,1,1
A766197,2,Dog,No,No,Black,2/4/2018,Sunday,February,Morning,Yes,Public Assist,Normal,Male,Fixed,13.01,2/5/2005,Transfer,No,1,1,1
A765086,11,Dog,Yes,No,Multi,1/13/2018,Saturday,January,Morning,Yes,Owner Surrender,Normal,Female,Fixed,7.01,1/12/2011,Adoption,Yes,1,1,1
A738144,,Dog,No,Yes,Multi,12/30/2016,Friday,December,Afternoon,No,Owner Surrender,Normal,Male,Fixed,2.14,11/10/2014,Adoption,Yes,1,1,1
A751040,7,Dog,No,No,Multi,6/3/2017,Saturday,June,Afternoon,Yes,Stray,Injured,Male,Intact,0.41,1/3/2017,Adoption,Yes,1,1,1
A694365,6,Dog,No,No,Blue,12/26/2014,Friday,December,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,2,12/26/2012,Adoption,Yes,1,1,1
A739365,18,Dog,No,Yes,Multi,12/1/2016,Thursday,December,Afternoon,Yes,Stray,Normal,Male,Intact,0.15,10/8/2016,Adoption,Yes,0,1,1
A739063,8,Dog,No,No,Multi,11/27/2016,Sunday,November,Morning,Yes,Stray,Normal,Male,Intact,1,11/27/2015,Transfer,No,1,1,1
A764832,4,Dog,Yes,No,Brown,1/7/2018,Sunday,January,Morning,Yes,Stray,Normal,Male,Fixed,0.67,5/9/2017,Transfer,No,1,1,1
A759201,,Dog,No,No,Multi,10/9/2017,Monday,October,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,0.48,4/17/2017,Adoption,Yes,1,1,1
A688202,4,Dog,No,No,Multi,9/16/2014,Tuesday,September,Morning,Yes,Stray,Normal,Female,Intact,0.17,7/16/2014,Transfer,No,1,1,1
A728259,19,Dog,No,No,Brown,6/1/2016,Wednesday,June,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,4,6/1/2012,Transfer,No,0,1,1
A747938,2,Dog,No,No,Black,4/27/2017,Thursday,April,Morning,Yes,Owner Surrender,Normal,Female,Intact,2,4/27/2015,Transfer,No,1,1,1
A708800,6,Dog,No,Yes,Multi,8/1/2015,Saturday,August,Morning,No,Stray,Injured,Female,Intact,2,8/1/2013,Transfer,No,1,1,1
A665581,11,Dog,No,No,Beige,10/19/2013,Saturday,October,Afternoon,Yes,Stray,Injured,Female,Intact,3,10/19/2010,Transfer,No,1,1,1
A696173,6,Dog,No,No,Multi,1/30/2015,Friday,January,Afternoon,No,Stray,Normal,Male,Intact,5,1/30/2010,Transfer,No,1,1,1
A765456,5,Dog,No,No,Multi,1/20/2018,Saturday,January,Afternoon,Yes,Stray,Normal,Male,Intact,0.5,7/20/2017,Adoption,Yes,1,1,1
A690285,0,Dog,No,No,Blue,10/17/2014,Friday,October,Afternoon,Yes,Stray,Normal,Male,Unknown,8.01,10/17/2006,Euthanasia,No,1,1,1
A749100,8,Dog,No,No,Multi,5/11/2017,Thursday,May,Morning,Yes,Stray,Normal,Male,Intact,2,5/11/2015,Adoption,Yes,1,1,1
A746903,62,Dog,No,No,Black,4/10/2017,Monday,April,Afternoon,Yes,Stray,Normal,Female,Fixed,2,4/11/2015,Adoption,Yes,0,0,1
A761205,14,Dog,No,Yes,Black,10/31/2017,Tuesday,October,Afternoon,Yes,Stray,Normal,Male,Intact,0.25,7/31/2017,Transfer,No,1,1,1
A712664,16,Dog,No,No,Brown,9/26/2015,Saturday,September,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,5,9/26/2010,Transfer,No,0,1,1
A759559,,Dog,No,No,Multi,10/11/2017,Wednesday,October,Afternoon,No,Owner Surrender,Normal,Female,Fixed,3.02,10/3/2014,Adoption,Yes,1,1,1
A736596,4,Dog,No,No,Multi,10/13/2016,Thursday,October,Afternoon,Yes,Stray,Normal,Male,Intact,0.17,8/13/2016,Adoption,Yes,1,1,1
A759551,27,Dog,No,No,White,10/3/2017,Tuesday,October,Afternoon,Yes,Stray,Normal,Male,Intact,2,10/3/2015,Adoption,Yes,0,1,1
A737139,60,Dog,No,Yes,Multi,10/22/2016,Saturday,October,Afternoon,Yes,Stray,Normal,Female,Intact,0.04,10/6/2016,Adoption,Yes,0,0,1
A743033,9,Dog,No,No,Multi,2/2/2017,Thursday,February,Afternoon,Yes,Stray,Normal,Male,Intact,0.92,3/2/2016,Adoption,Yes,1,1,1
A678566,0,Dog,No,Yes,Brown,5/10/2014,Saturday,May,Morning,Yes,Stray,Normal,Female,Intact,0.17,3/10/2014,Transfer,No,1,1,1
A702915,5,Dog,Yes,No,Multi,5/19/2015,Tuesday,May,Morning,No,Owner Surrender,Normal,Male,Intact,0.23,2/25/2015,Adoption,Yes,1,1,1
A750480,86,Dog,No,Yes,Multi,5/27/2017,Saturday,May,Afternoon,Yes,Public Assist,Normal,Male,Intact,3,5/27/2014,Adoption,Yes,0,0,1
A727578,2,Dog,No,No,Multi,6/3/2016,Friday,June,Afternoon,No,Owner Surrender,Normal,Female,Intact,0.45,12/23/2015,Adoption,Yes,1,1,1
A755498,,Dog,No,Yes,Multi,11/11/2017,Saturday,November,Afternoon,Yes,Stray,Normal,Male,Fixed,2.27,8/4/2015,Missing,No,1,1,1
A696293,8,Dog,No,No,Multi,2/2/2015,Monday,February,Afternoon,Yes,Stray,Normal,Female,Intact,2,2/2/2013,Adoption,Yes,1,1,1
A734033,1,Dog,No,No,Beige,9/9/2016,Friday,September,Morning,Yes,Owner Surrender,Normal,Male,Fixed,5.03,8/31/2011,Adoption,Yes,1,1,1
A762831,0,Dog,No,No,Multi,11/28/2017,Tuesday,November,Morning,Yes,Owner Surrender,Normal,Female,Intact,0.01,11/24/2017,Transfer,No,1,1,1
A756468,10,Dog,No,Yes,Beige,8/20/2017,Sunday,August,Morning,No,Stray,Normal,Female,Intact,0.15,6/28/2017,Adoption,Yes,1,1,1
A732114,1,Dog,No,No,Beige,8/15/2016,Monday,August,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.04,8/2/2015,Adoption,Yes,1,1,1
A708230,170,Dog,No,No,Multi,7/24/2015,Friday,July,Afternoon,No,Stray,Normal,Male,Intact,3,7/25/2012,Adoption,Yes,0,0,0
A762094,4,Dog,Yes,No,Multi,11/27/2017,Monday,November,Morning,Yes,Owner Surrender,Normal,Male,Fixed,9.04,11/14/2008,Transfer,No,1,1,1
A756913,6,Dog,No,No,Multi,8/27/2017,Sunday,August,Afternoon,Yes,Stray,Normal,Male,Intact,2,8/27/2015,Adoption,Yes,1,1,1
A721036,4,Dog,No,No,Multi,2/20/2016,Saturday,February,Morning,Yes,Stray,Normal,Female,Fixed,4,2/20/2012,Adoption,Yes,1,1,1
A764745,9,Dog,Yes,No,Multi,1/5/2018,Friday,January,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,2,1/5/2016,Adoption,Yes,1,1,1
A714244,27,Dog,No,Yes,Multi,10/20/2015,Tuesday,October,Morning,Yes,Stray,Normal,Male,Intact,0.1,9/13/2015,Transfer,No,0,1,1
A743299,3,Dog,No,No,Multi,2/7/2017,Tuesday,February,Afternoon,No,Owner Surrender,Normal,Female,Intact,0.5,8/7/2016,Adoption,Yes,1,1,1
A765454,30,Dog,No,No,Multi,1/20/2018,Saturday,January,Afternoon,Yes,Stray,Normal,Male,Intact,1,1/20/2017,Transfer,No,0,1,1
A669469,5,Dog,No,No,Multi,12/21/2013,Saturday,December,Afternoon,Yes,Stray,Sick,Female,Intact,0.17,10/21/2013,Adoption,Yes,1,1,1
A726868,4,Dog,No,No,Multi,5/15/2016,Sunday,May,Afternoon,Yes,Stray,Normal,Female,Intact,0.5,11/15/2015,Transfer,No,1,1,1
A668204,9,Dog,No,Yes,Multi,11/29/2013,Friday,November,Afternoon,Yes,Stray,Normal,Female,Fixed,0.56,5/10/2013,Adoption,Yes,1,1,1
A712306,27,Dog,No,Yes,Multi,9/21/2015,Monday,September,Morning,Yes,Stray,Normal,Female,Intact,2,9/21/2013,Adoption,Yes,0,1,1
A696984,0,Dog,No,No,Multi,2/16/2015,Monday,February,Morning,Yes,Stray,Injured,Male,Intact,2,2/16/2013,Euthanasia,No,1,1,1
A748576,11,Dog,No,No,Multi,5/3/2017,Wednesday,May,Afternoon,Yes,Stray,Normal,Male,Fixed,1.98,5/10/2015,Transfer,No,1,1,1
A731290,4,Dog,No,No,Multi,7/19/2016,Tuesday,July,Afternoon,Yes,Stray,Normal,Male,Intact,0.33,3/19/2016,Adoption,Yes,1,1,1
A742685,9,Dog,No,No,Multi,1/27/2017,Friday,January,Morning,Yes,Stray,Normal,Male,Fixed,7.01,1/27/2010,Adoption,Yes,1,1,1
A734974,15,Dog,No,No,Yellow,9/16/2016,Friday,September,Morning,Yes,Stray,Normal,Male,Fixed,10.39,5/1/2006,Adoption,Yes,0,1,1
A666197,52,Dog,No,Yes,Multi,10/28/2013,Monday,October,Afternoon,Yes,Stray,Normal,Male,Intact,2,10/28/2011,Euthanasia,No,0,0,1
A751943,4,Dog,No,No,Multi,6/15/2017,Thursday,June,Afternoon,Yes,Stray,Normal,Male,Intact,4,6/15/2013,Transfer,No,1,1,1
A763907,31,Dog,No,Yes,Multi,12/18/2017,Monday,December,Morning,Yes,Stray,Normal,Female,Intact,0.12,11/6/2017,Transfer,No,0,0,1
A613961,13,Dog,Yes,No,White,7/23/2016,Saturday,July,Morning,No,Stray,Injured,Male,Intact,5.03,7/15/2011,Adoption,Yes,1,1,1
A766396,50,Dog,No,No,Multi,2/8/2018,Thursday,February,Morning,Yes,Owner Surrender,Normal,Female,Fixed,3,2/8/2015,Adoption,Yes,0,0,1
A703902,6,Dog,Yes,No,Beige,5/30/2015,Saturday,May,Morning,Yes,Stray,Normal,Male,Fixed,3,5/30/2012,Transfer,No,1,1,1
A711751,,Dog,No,No,Multi,10/24/2015,Saturday,October,Morning,Yes,Stray,Injured,Male,Fixed,0.54,4/11/2015,Adoption,Yes,1,1,1
A764003,11,Dog,No,Yes,Multi,12/20/2017,Wednesday,December,Morning,Yes,Stray,Normal,Female,Intact,7.99,12/27/2009,Adoption,Yes,1,1,1
A727622,13,Dog,No,No,Multi,5/23/2016,Monday,May,Afternoon,Yes,Stray,Normal,Male,Intact,0.45,12/10/2015,Adoption,Yes,1,1,1
A760869,80,Dog,No,Yes,Black,10/25/2017,Wednesday,October,Morning,Yes,Public Assist,Normal,Female,Intact,3,10/25/2014,Adoption,Yes,0,0,1
A721373,4,Dog,No,No,Multi,2/25/2016,Thursday,February,Afternoon,Yes,Stray,Normal,Male,Intact,0.46,9/10/2015,Adoption,Yes,1,1,1
A581393,4,Dog,No,No,Brown,2/17/2017,Friday,February,Morning,Yes,Owner Surrender,Normal,Female,Fixed,6.75,5/20/2010,Adoption,Yes,1,1,1
A749806,4,Dog,No,No,Multi,5/19/2017,Friday,May,Afternoon,Yes,Stray,Normal,Female,Intact,1,5/19/2016,Adoption,Yes,1,1,1
A741785,4,Dog,No,Yes,Multi,9/12/2017,Tuesday,September,Morning,Yes,Owner Surrender,Normal,Female,Fixed,0.82,11/18/2016,Adoption,Yes,1,1,1
A720082,13,Dog,No,No,Brown,2/2/2016,Tuesday,February,Afternoon,Yes,Public Assist,Normal,Male,Intact,0.02,1/26/2016,Transfer,No,1,1,1
A749907,3,Dog,No,Yes,Multi,5/21/2017,Sunday,May,Morning,Yes,Stray,Normal,Female,Intact,0.14,3/30/2017,Transfer,No,1,1,1
A744583,,Dog,No,Yes,Multi,5/6/2017,Saturday,May,Afternoon,Yes,Stray,Normal,Male,Fixed,2.18,3/3/2015,Adoption,Yes,1,1,1
A717328,10,Dog,No,No,Multi,12/6/2015,Sunday,December,Afternoon,Yes,Stray,Normal,Male,Fixed,6,12/6/2009,Adoption,Yes,1,1,1
A673657,8,Dog,No,No,Multi,2/28/2014,Friday,February,Morning,Yes,Stray,Normal,Female,Intact,3,2/28/2011,Adoption,Yes,1,1,1
A719601,5,Dog,No,No,Multi,1/23/2016,Saturday,January,Afternoon,Yes,Stray,Normal,Female,Intact,1,1/23/2015,Transfer,No,1,1,1
A687895,248,Dog,No,No,Multi,9/11/2014,Thursday,September,Afternoon,Yes,Stray,Normal,Female,Intact,2,9/11/2012,Adoption,Yes,0,0,0
A668581,4,Dog,No,No,Beige,12/5/2013,Thursday,December,Afternoon,Yes,Stray,Normal,Male,Intact,0.17,10/5/2013,Adoption,Yes,1,1,1
A758392,0,Dog,No,No,Multi,9/15/2017,Friday,September,Afternoon,Yes,Stray,Sick,Male,Intact,0.5,3/15/2017,Euthanasia,No,1,1,1
A755232,2,Dog,No,No,White,7/31/2017,Monday,July,Afternoon,No,Owner Surrender,Normal,Male,Intact,5,7/31/2012,Transfer,No,1,1,1
A620900,,Dog,No,Yes,Multi,2/24/2014,Monday,February,Afternoon,Yes,Stray,Normal,Male,Intact,4.99,2/27/2009,Transfer,No,1,1,1
A746937,5,Dog,No,No,Multi,4/11/2017,Tuesday,April,Morning,Yes,Stray,Normal,Female,Fixed,1,4/11/2016,Adoption,Yes,1,1,1
A740374,6,Dog,No,No,Yellow,12/16/2016,Friday,December,Morning,Yes,Stray,Normal,Female,Intact,0.67,4/16/2016,Adoption,Yes,1,1,1
A750962,6,Dog,No,No,Red,6/2/2017,Friday,June,Afternoon,Yes,Stray,Normal,Male,Intact,1,6/2/2016,Adoption,Yes,1,1,1
A637271,51,Dog,No,No,Black,5/10/2015,Sunday,May,Afternoon,Yes,Stray,Normal,Female,Fixed,2.85,7/4/2012,Missing,No,0,0,1
A570182,4,Dog,No,No,Multi,2/17/2014,Monday,February,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,4.88,4/4/2009,Adoption,Yes,1,1,1
A704276,16,Dog,No,No,Multi,6/3/2015,Wednesday,June,Morning,Yes,Stray,Normal,Female,Intact,2,6/3/2013,Transfer,No,0,1,1
A753442,,Dog,No,Yes,Multi,7/11/2017,Tuesday,July,Afternoon,No,Owner Surrender,Normal,Male,Fixed,2.02,7/6/2015,Adoption,Yes,1,1,1
A699858,2,Dog,No,No,Multi,7/15/2016,Friday,July,Afternoon,Yes,Owner Surrender,Aged,Female,Fixed,10.29,4/3/2006,Transfer,No,1,1,1
A767919,0,Dog,No,No,Beige,3/9/2018,Friday,March,Afternoon,No,Stray,Nursing,Male,Unknown,0.03,2/26/2018,Transfer,No,1,1,1
A732594,2,Dog,No,No,Multi,12/31/2016,Saturday,December,Afternoon,No,Owner Surrender,Normal,Female,Fixed,2.39,8/10/2014,Adoption,Yes,1,1,1
A697273,,Dog,No,No,Beige,4/19/2015,Sunday,April,Morning,No,Owner Surrender,Normal,Female,Fixed,3.16,2/20/2012,Adoption,Yes,1,1,1
A669547,6,Dog,No,No,Multi,12/22/2013,Sunday,December,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,0.67,4/22/2013,Transfer,No,1,1,1
A706891,1,Dog,No,No,Multi,7/4/2015,Saturday,July,Afternoon,Yes,Stray,Normal,Male,Unknown,0.25,4/4/2015,Died,No,1,1,1
A619636,8,Dog,No,No,Multi,11/21/2014,Friday,November,Morning,Yes,Stray,Normal,Male,Fixed,3.55,5/4/2011,Adoption,Yes,1,1,1
A746939,4,Dog,No,No,Multi,4/11/2017,Tuesday,April,Morning,No,Stray,Normal,Female,Intact,1,4/11/2016,Adoption,Yes,1,1,1
A686803,1,Dog,No,No,Multi,8/27/2014,Wednesday,August,Morning,Yes,Owner Surrender,Normal,Male,Intact,0.31,5/5/2014,Adoption,Yes,1,1,1
A750207,,Dog,No,No,Black,7/29/2017,Saturday,July,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,2.18,5/24/2015,Adoption,Yes,1,1,1
A701403,12,Dog,No,Yes,Beige,4/28/2015,Tuesday,April,Afternoon,No,Stray,Normal,Male,Intact,1,4/28/2014,Adoption,Yes,1,1,1
A753748,2,Dog,No,No,Brown,7/10/2017,Monday,July,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,0.05,6/20/2017,Transfer,No,1,1,1
A755437,4,Dog,No,No,Multi,8/3/2017,Thursday,August,Afternoon,No,Stray,Normal,Female,Intact,0.18,5/29/2017,Adoption,Yes,1,1,1
A668834,0,Dog,No,No,Multi,12/10/2013,Tuesday,December,Morning,Yes,Owner Surrender,Normal,Female,Fixed,3,12/10/2010,Adoption,Yes,1,1,1
A744950,4,Dog,No,No,Multi,3/10/2017,Friday,March,Morning,Yes,Stray,Normal,Male,Fixed,2,3/10/2015,Transfer,No,1,1,1
A696755,,Dog,No,Yes,Multi,3/6/2015,Friday,March,Afternoon,Yes,Owner Surrender,Injured,Female,Fixed,0.9,4/11/2014,Adoption,Yes,1,1,1
A669185,2,Dog,No,No,Multi,12/16/2013,Monday,December,Afternoon,No,Owner Surrender,Normal,Female,Intact,0.17,10/16/2013,Adoption,Yes,1,1,1
A698072,5,Dog,No,No,Multi,3/5/2015,Thursday,March,Afternoon,No,Stray,Normal,Male,Intact,0.2,12/21/2014,Adoption,Yes,1,1,1
A729588,19,Dog,No,No,Multi,6/20/2016,Monday,June,Afternoon,Yes,Stray,Normal,Male,Fixed,10.99,6/26/2005,Adoption,Yes,0,1,1
A718387,18,Dog,No,No,Beige,12/29/2015,Tuesday,December,Morning,Yes,Stray,Normal,Male,Fixed,9.01,12/29/2006,Adoption,Yes,0,1,1
A758790,22,Dog,No,Yes,Multi,9/22/2017,Friday,September,Morning,No,Stray,Injured,Female,Intact,0.42,4/22/2017,Adoption,Yes,0,1,1
A748245,2,Dog,No,No,Beige,5/1/2017,Monday,May,Morning,Yes,Owner Surrender,Normal,Female,Intact,0.17,3/1/2017,Adoption,Yes,1,1,1
A681632,33,Dog,No,No,Multi,6/19/2014,Thursday,June,Morning,Yes,Stray,Normal,Male,Intact,5,6/19/2009,Adoption,Yes,0,0,1
A726544,5,Dog,No,No,White,5/12/2016,Thursday,May,Morning,Yes,Stray,Normal,Male,Intact,1,5/12/2015,Transfer,No,1,1,1
A741897,4,Dog,No,No,Beige,1/11/2017,Wednesday,January,Morning,Yes,Stray,Sick,Female,Fixed,10.01,1/11/2007,Transfer,No,1,1,1
A705967,4,Dog,Yes,Yes,Multi,6/23/2015,Tuesday,June,Morning,Yes,Stray,Normal,Male,Intact,1.5,12/23/2013,Adoption,Yes,1,1,1
A676954,5,Dog,No,No,Multi,4/17/2014,Thursday,April,Afternoon,Yes,Stray,Normal,Male,Fixed,8.99,4/22/2005,Adoption,Yes,1,1,1
A734012,,Dog,No,No,Brown,6/20/2017,Tuesday,June,Morning,Yes,Stray,Normal,Male,Fixed,7.81,8/31/2009,Adoption,Yes,1,1,1
A717068,111,Dog,No,Yes,Beige,2/7/2016,Sunday,February,Morning,Yes,Owner Surrender,Normal,Female,Fixed,0.28,10/28/2015,Adoption,Yes,0,0,0
A706154,5,Dog,Yes,No,Multi,6/25/2015,Thursday,June,Afternoon,Yes,Stray,Normal,Female,Intact,0.33,2/25/2015,Transfer,No,1,1,1
A752304,54,Dog,No,Yes,Multi,6/20/2017,Tuesday,June,Afternoon,Yes,Stray,Normal,Male,Intact,2,6/20/2015,Adoption,Yes,0,0,1
A722108,,Dog,No,Yes,Multi,11/15/2016,Tuesday,November,Afternoon,No,Stray,Normal,Male,Fixed,2.18,9/11/2014,Adoption,Yes,1,1,1
A690610,6,Dog,No,No,Multi,10/23/2014,Thursday,October,Morning,No,Owner Surrender,Normal,Male,Fixed,0.66,2/23/2014,Adoption,Yes,1,1,1
A714181,14,Dog,No,No,Multi,10/19/2015,Monday,October,Morning,Yes,Stray,Normal,Female,Intact,0.83,12/19/2014,Transfer,No,1,1,1
A741699,,Dog,No,No,Multi,2/16/2017,Thursday,February,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,1.12,1/6/2016,Adoption,Yes,1,1,1
